==14071== NVPROF is profiling process 14071, command: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==14071== Profiling application: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==14071== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
502.45ms     274ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
502.45ms  728.35us           (1024 1 1)      (1024 1 1)        12  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, float*, unsigned long*) [165]
502.45ms  734.17us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
503.19ms  13.236us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
503.19ms     896ns                    -               -         -         -         -        4B  4.2575MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
503.20ms  7.9820us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
503.20ms     800ns                    -               -         -         -         -        8B  9.5367MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
503.21ms  4.9050us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
503.22ms  8.4700us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL(float const *, unsigned char, float*) [171])
503.22ms     288ns                    -               -         -         -         -      840B  2.7164GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
503.22ms  3.8013ms           (1024 1 1)      (1024 1 1)        24        0B        0B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL(float const *, unsigned char, float*) [171]
503.22ms     252ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
503.22ms  3.8061ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
507.03ms  5.0830us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, float*, unsigned long*) [174])
507.04ms     236ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
507.04ms  729.21us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
507.04ms  723.81us           (1024 1 1)      (1024 1 1)        12  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, float*, unsigned long*) [174]
507.77ms  8.7060us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
507.77ms     672ns                    -               -         -         -         -        4B  5.6766MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
507.77ms  7.4010us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
507.78ms     800ns                    -               -         -         -         -        8B  9.5367MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
507.78ms  3.6330us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
507.79ms  5.1450us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL(float const *, unsigned char, float*) [180])
507.79ms     320ns                    -               -         -         -         -      840B  2.4447GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
507.79ms     235ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
507.79ms  3.7927ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
507.79ms  3.7872ms           (1024 1 1)      (1024 1 1)        24        0B        0B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL(float const *, unsigned char, float*) [180]
511.59ms  4.7210us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, float*, unsigned long*) [183])
511.59ms     216ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
511.59ms  731.70us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
511.59ms  726.30us           (1024 1 1)      (1024 1 1)        12  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, float*, unsigned long*) [183]
