==15735== NVPROF is profiling process 15735, command: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==15735== Profiling application: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==15735== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
510.99ms     430ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
510.99ms  5.9240us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
510.99ms  16.563us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
511.00ms     704ns                    -               -         -         -         -        4B  5.4186MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
511.01ms  12.307us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
511.02ms     704ns                    -               -         -         -         -        8B  10.837MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
511.03ms  11.204us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpyToSymbol
511.04ms     288ns                    -               -         -         -         -      840B  2.7164GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
511.04ms  11.158us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL(unsigned char, float*, unsigned long*) [161])
511.05ms  2.7479ms              (4 1 1)      (1024 1 1)        24        0B        0B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL(unsigned char, float*, unsigned long*) [161]
511.05ms     448ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
511.05ms  2.7528ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
513.80ms  9.9790us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, unsigned long*, float*, unsigned long*) [164])
513.81ms  5.7600us              (4 1 1)      (1024 1 1)        12  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, unsigned long*, float*, unsigned long*) [164]
513.82ms     439ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
