==14415== NVPROF is profiling process 14415, command: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==14415== Profiling application: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==14415== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
534.86ms  9.6620us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, float*, unsigned long*) [174])
534.87ms  724.22us           (1024 1 1)      (1024 1 1)        12  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, float*, unsigned long*) [174]
534.87ms     241ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
534.87ms  729.34us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
535.60ms  11.976us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
535.61ms     705ns                    -               -         -         -         -        4B  5.4109MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
535.62ms  8.4950us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
535.62ms     800ns                    -               -         -         -         -        8B  9.5367MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
535.63ms  4.7330us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
535.63ms  7.5120us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL(float const *, unsigned char, float*) [180])
535.63ms     319ns                    -               -         -         -         -      840B  2.4524GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
535.64ms  2.5356ms           (1024 1 1)      (1024 1 1)        18        0B      840B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL(float const *, unsigned char, float*) [180]
535.64ms     252ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
535.64ms  2.5419ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
538.18ms  7.0790us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, float*, unsigned long*) [183])
538.19ms  724.03us           (1024 1 1)      (1024 1 1)        12  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, float*, unsigned long*) [183]
538.19ms     238ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
538.19ms  729.68us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
538.92ms  12.549us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
538.93ms     672ns                    -               -         -         -         -        4B  5.6766MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
538.93ms  8.0580us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
538.94ms     832ns                    -               -         -         -         -        8B  9.1699MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
538.94ms  5.1050us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
538.95ms     288ns                    -               -         -         -         -      840B  2.7164GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
538.95ms  8.1710us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL(float const *, unsigned char, float*) [189])
538.96ms  2.5404ms           (1024 1 1)      (1024 1 1)        18        0B      840B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL(float const *, unsigned char, float*) [189]
538.96ms     267ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
538.96ms  2.5473ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
541.51ms  19.009us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, float*, unsigned long*) [192])
541.52ms  723.52us           (1024 1 1)      (1024 1 1)        12  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, float*, unsigned long*) [192]
541.53ms     511ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
541.53ms  731.61us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
542.26ms  34.029us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
542.29ms     800ns                    -               -         -         -         -        4B  4.7684MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
542.30ms  14.490us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
542.31ms     801ns                    -               -         -         -         -        8B  9.5248MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
542.36ms  36.919us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaFree
