==16103== NVPROF is profiling process 16103, command: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==16103== Profiling application: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==16103== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
518.99ms  3.3763ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
522.37ms  12.377us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, unsigned long*) [137])
522.38ms  264.86us           (1024 1 1)      (1024 1 1)        10  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, unsigned long*) [137]
522.38ms     234ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
522.38ms  268.84us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
522.65ms  6.0030us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, unsigned long*) [140])
522.66ms     258ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
522.66ms  4.7260us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
522.66ms  3.2950us              (1 1 1)      (1024 1 1)        10  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, unsigned long*) [140]
522.66ms  19.458us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
522.68ms     895ns                    -               -         -         -         -        4B  4.2622MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
522.68ms  9.6070us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
522.69ms     928ns                    -               -         -         -         -        8B  8.2213MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
522.70ms  7.2340us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpyToSymbol
522.71ms     288ns                    -               -         -         -         -      840B  2.7164GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
522.71ms  9.1960us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL_coarsening(unsigned char, unsigned int, float*, unsigned long*) [146])
522.72ms  2.6582ms          (32768 1 1)        (32 1 1)        26        0B        0B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL_coarsening(unsigned char, unsigned int, float*, unsigned long*) [146]
522.72ms     293ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
522.72ms  2.6635ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
525.38ms  5.9800us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, unsigned long*) [149])
525.39ms     194ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
525.39ms  262.46us           (1024 1 1)      (1024 1 1)        10  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, unsigned long*) [149]
525.39ms  267.67us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
525.66ms  4.2210us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, unsigned long*) [152])
525.66ms     212ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
525.66ms  4.9540us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
525.66ms  3.3280us              (1 1 1)      (1024 1 1)        10  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, unsigned long*) [152]
525.67ms     175ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
525.67ms  1.2640us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
525.67ms  9.9830us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
525.68ms     736ns                    -               -         -         -         -        4B  5.1830MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
525.68ms  7.6070us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
525.68ms     704ns                    -               -         -         -         -        8B  10.837MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
525.69ms  5.4640us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpyToSymbol
525.70ms  5.8980us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL_coarsening(unsigned char, unsigned int, float*, unsigned long*) [160])
525.70ms     288ns                    -               -         -         -         -      840B  2.7164GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
525.70ms     258ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
525.70ms  2.6640ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
525.70ms  2.6568ms          (32768 1 1)        (32 1 1)        26        0B        0B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL_coarsening(unsigned char, unsigned int, float*, unsigned long*) [160]
528.37ms  10.713us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, unsigned long*) [163])
528.38ms  262.24us           (1024 1 1)      (1024 1 1)        10  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, unsigned long*) [163]
528.38ms     216ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
528.38ms  269.94us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
528.65ms  15.203us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, unsigned long*) [166])
528.67ms  3.3280us              (1 1 1)      (1024 1 1)        10  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, unsigned long*) [166]
528.67ms     352ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
528.67ms  3.3440us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
528.67ms     177ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
528.67ms  1.1260us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
528.67ms  19.376us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
528.69ms     705ns                    -               -         -         -         -        4B  5.4109MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
528.69ms  8.2190us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
